27.02,	0
29.66,	0
40.60,	21.80
33.48,	23.45
31.37,	27.83
36.10,	30.08
29.56,	23.04
32.11,	28.88
32.52,	24.18
31.04,	28.72
31.77,	21.87
39.87,	30.62
28.33,	23.55
23.17,	22.27
26.22,	25.91
45.41,	25.46
27.81,	23.95
24.23,	23.44
30.84,	0
24.55,	21.26

